company_id,date,End of month account balance,Monthly average account balance,Monthly minimum balance,Maximum monthly balance,Account balance at the end of last month,Last month's average account balance,Last month's minimum balance,Last month's maximum balance
1000007,202107,5113568,5226123,4210430,9081417,5086057,4746041,4218014,9961458
1000007,202108,4143306,3971829,2336726,11188318,3966157,3586489,2363373,12188957
1000007,202109,6442189,6418874,3936857,16222694,6949959,6322676,4238807,17301309
1000007,202110,5717232,5530837,3612869,17066439,5352807,5631105,3263020,15722334
1000007,202111,5272525,5186834,4007889,11945843,5229009,4956439,3660744,13126191
1000007,202112,6870409,6539310,5515549,13604698,6991393,6224656,5142233,13902744
1000007,202201,4235099,4192887,3387277,5383405,4246992,4342433,3068898,5085065
1000007,202202,5499227,5526655,3871178,16461752,5862443,5639071,3993628,17035505
1000007,202203,3904196,3950883,3218338,8385854,3694504,3687870,3304511,8983804
1000007,202204,5419804,5508412,3657453,13175040,5286900,5932009,3445907,12153520
1000007,202205,4053168,4189472,2227427,7590815,4289941,4340272,2071242,8223035
1000007,202206,4260354,4139131,3092065,9119968,4284272,4025368,2872951,9886417
1000007,202207,4256073,4094547,3749262,12303871,4172753,4244918,4089126,11106616
1000007,202208,6018181,6229742,4918042,8522929,5451800,5747127,5108374,9205307
1000007,202209,6339111,6121434,4636934,10494448,6660358,6082570,4716159,11432269
1000007,202210,5799969,6075328,4400565,8055655,6347697,5673122,4244333,7310815
1000007,202211,7055401,7297075,6153895,18380802,7225135,6627832,6071485,17624124
1000007,202212,5108964,5109411,3429837,6222135,5473275,4944199,3148182,6064226
1000007,202301,4813475,5045205,3044800,6041393,4829721,4692782,3348154,5858810
1000007,202302,6745280,6473699,6009347,11245318,6383302,6646570,6315926,11827832
1000007,202303,4607609,4516869,3895167,9569808,4160156,4674117,3989783,9298225
1000007,202304,7058881,7156451,4441570,13213675,7275445,6653627,4519534,14420291
1000007,202305,3906850,3848249,2678193,4630207,3901465,3482367,2680503,5088590
1000007,202306,7080942,7384270,4716128,20670926,7480446,7816708,4487327,19913621
1000007,202307,4009608,3835441,2243930,11669771,4165728,3453474,2121137,11690311
1000007,202308,6819996,6853694,6022927,11121892,7485562,6639739,6082593,11250251
1000007,202309,5615476,5666501,3715900,13981966,5627058,5660362,3396481,14204007
1000007,202310,7157453,7266767,6084777,15741338,7053204,7729866,5566926,15345314
1000007,202311,4111144,4010694,2366960,6377230,3935795,4282265,2395748,5951222
1000007,202312,5702152,5624925,4100693,9112757,5675763,5877978,4444997,8300920
1000007,202401,7079032,7322324,3607365,14393024,7606945,6952103,3906250,13259857
1000007,202402,5600219,5429380,4512030,10621096,5087731,5668475,4070598,11473526
1000007,202403,5952522,6147090,4359422,9841517,6521464,5835480,4017115,9409228
1000007,202404,6172419,6211092,4630769,16259830,6781398,5856573,4707711,14883672
1000007,202405,5373008,5513881,2797662,10825426,5478127,5565852,2992645,11092878
1000007,202406,5946422,6073441,3475180,13939669,5746080,6290693,3791038,12755653
1000007,202407,5803103,5633368,3074091,8470323,5481667,5129803,3295783,7741964
1000007,202408,6853187,6900345,4218587,14485338,6546836,6293145,4368442,14837535
1000007,202409,4017186,4164907,3016808,6845905,3655723,4401615,2836116,6971041
1000007,202410,4797736,4765167,3485432,10076137,4773853,5107779,3187512,9152109
1000007,202411,7016423,7343802,5226252,18127413,6395222,7497200,4753292,17984126
1000007,202412,6817081,6784505,4906256,17458102,7114952,6687931,5016231,17233829
1000007,202501,5376706,5184642,3275551,9533003,5238986,5542710,2971703,9622020
1000007,202502,5921812,5856337,3540076,14325612,5565750,6124342,3709461,15007066
1000007,202503,4785865,5002043,2655312,13823736,4828797,5081669,2768147,13223233
1000007,202504,4490039,4409092,3769964,10276674,4915478,4250150,3452993,10138514
1000007,202505,5403358,5602254,4034102,7467328,5614230,5263872,4362173,7904529
1000007,202506,5037648,5229708,2894654,12047265,5029332,5144644,2907349,13065394
1000007,202507,5800922,5714016,3311652,7537244,6122193,5470396,3579523,8127143
1000007,202508,4124196,3952323,3502325,11370448,4320075,3825262,3783638,11319578
1000007,202509,7095908,7255252,5656093,14771231,7651851,7277933,5313372,14832873
1000007,202510,7135069,7000581,5449477,13069786,6713627,6537274,5319319,13145866
1000008,202101,9404163,9670228,6232568,11363167,10079151,10262387,5777124,12201122
1000008,202102,8586882,8537640,5193262,15658085,8245168,7932371,5478868,16722645
1000008,202103,7444316,7433348,6638694,20963883,8100903,7405091,6644170,20173680
1000008,202104,9987292,10264848,8178551,11384191,9549978,10769819,8879955,10616554
1000008,202105,9336434,9226603,5795233,18689967,10133482,9198961,5457040,18237574
1000008,202106,6703459,6665334,5624375,19233567,7325259,6480067,5836265,18419626
1000008,202107,10477121,10347404,8419129,19384747,9734275,10295442,9242918,21132401
1000008,202108,10031378,9898302,6207739,19195380,10983355,10588551,6413067,18296712
1000008,202109,10673153,10700846,7157642,23473082,9788824,11750452,6540329,21976469
1000008,202110,9543135,9837826,5481399,18891408,9005985,10095858,5578336,20400752
1000008,202111,8976794,8852706,4887154,12750128,8876556,9372260,4574222,11695637
1000008,202112,7992558,8011943,6306965,9073595,8781579,7233965,5714744,8638545
1000008,202201,10587063,10767813,6426397,23912386,10562846,11586951,6214275,23621186
1000008,202202,10250879,10014534,8487971,29210213,10354227,10923953,8090910,29765834
1000008,202203,6111430,5975464,5489552,7957643,6349072,6065298,5806596,7683379
1000008,202204,6016362,6277119,3192570,9029417,6579846,6595751,3111913,9022616
1000008,202205,7781867,7955818,5363372,14034099,8222867,7976096,5613260,13188772
1000008,202206,9970944,10047906,8184400,26289493,9420855,9618265,7392541,26680018
1000008,202207,10862142,11022597,8858949,17505369,10434153,11799134,7999298,17182628
1000008,202208,6641935,6329298,5340108,18437369,6107429,6451879,4837404,19725254
1000008,202209,8879544,8984414,5679338,10694700,9136078,9127056,5360566,10514460
1000008,202210,7804195,7811615,5318881,22537091,7305882,8060230,5184832,22283843
1000008,202211,10774588,10823881,7951509,23331502,10251815,11594548,8123016,23761618
1000008,202212,10130127,9987721,9011520,23822792,10916455,10450963,9887284,22027363
1000008,202301,10111013,9687840,6380240,18185770,9760677,9128123,6194459,16937481
1000008,202302,8246974,7994071,7168744,21324935,8356900,7941028,6531670,22562795
1000008,202303,7975294,8334776,4846927,11296811,7811905,9135411,4551167,10784881
1000008,202304,7262163,7195859,6504209,8663270,6643472,7274381,7021751,8983285
1000008,202305,6167693,6147144,4737438,11419373,5998530,6685935,4926347,10499946
1000008,202306,10244114,9785904,7021362,27884702,10055762,10399224,7428883,29679621
1000008,202307,9982784,9521146,7440729,25299978,10772823,9837292,6881436,27770410
1000008,202308,10924883,11162151,6653389,22752121,10541311,10825869,6167674,22177361
1000008,202309,10909347,10950905,6651096,23859415,10645866,10522328,6135298,23885803
1000008,202310,8684389,8691949,4736655,11696103,9175746,8941270,5075012,11562093
1000008,202311,9761331,9510586,5325978,26329187,10266883,9382309,5017036,28404915
1000008,202312,10647766,10908370,6804653,27633331,11282980,11560153,6999472,24924900
1000008,202401,10168092,9830751,8186759,23867498,11090888,10342848,8213229,24600036
1000008,202402,7130750,6909650,5299491,14159979,7552259,6650027,5346539,14591485
1000008,202403,8155450,8123409,4412374,23915633,8004750,8452778,4143603,23353065
1000008,202404,6534735,6395074,5495023,18102266,6954929,6388103,5643659,17086126
1000008,202405,10694591,10424512,7919847,24858699,10713145,10056093,7196132,23564469
1000008,202406,8940281,9070127,7906268,16149919,8542821,8912246,8686572,17120413
1000008,202407,7036421,7142651,5404493,16002526,6759069,7707423,4892967,14613836
1000008,202408,9270723,9571573,5284960,20333826,8758686,9302645,4809479,20593383
1000008,202409,9000562,8926495,6206007,16642577,8361509,8546939,5988359,15999642
1000008,202410,7689579,7361299,5839458,12939104,7204351,7143120,6226760,12331607
1000008,202411,6456057,6309934,3301019,12094263,5892027,5949786,3140714,12108141
1000008,202412,9270080,9715048,4690327,20305476,9990274,9801774,4664000,21921229
1000008,202501,8507261,8589150,4693976,16278271,9240600,7983505,4241455,16662737
1000008,202502,9778129,9983212,5873387,15652746,9947819,10617033,5378706,16556255
1000008,202503,8506534,8087466,5714856,21656192,9085811,7643593,5838258,22092277
1000008,202504,10180872,10199407,7075463,21479484,9536567,10399427,6642951,22328850
1000008,202505,8666613,8265806,4811799,10647651,9362843,7645912,4998741,10503711
1000008,202506,8712156,8772470,6702754,15680150,8723240,9611913,7085335,17016041
1000008,202507,10304282,10737856,7609250,28659666,9412271,10640303,8142406,28670780
1000008,202508,7918124,8289024,4891703,20072043,7350097,8823121,4533434,20279887
1000008,202509,6559223,6585822,3315450,11243616,6308629,6939675,3285948,11299756
1000008,202510,6028544,6003347,3201513,17377567,5478207,6259921,3487780,16738729
1000009,202101,6897167,7204102,4529217,8590735,6634099,7675775,4775682,8128963
1000009,202102,6413284,6524624,3601634,18767487,5848825,6003259,3325720,17167877
1000009,202103,6713927,6421803,4368939,10519647,6359468,6651057,4371123,10978671
1000009,202104,4951361,4934390,3719824,5532051,4719310,4703290,4034060,5298903
1000009,202105,4676477,4555003,3361895,8998641,5138858,4815432,3321578,8799227
1000009,202106,4239252,4226451,2511631,7554532,4015035,4612637,2681124,8189004
1000009,202107,5445278,5421027,3471522,11567235,5161237,5856324,3468636,11720957
1000009,202108,6304210,6355995,4700497,16478375,6539721,5866522,4330860,15150475
1000009,202109,5594779,5514645,4723906,15109363,5996884,5370770,4391205,16014752
1000009,202110,5757108,5563824,4613086,10721675,5627061,5412847,4194841,10198737
1000009,202111,7431991,7434755,5361141,14244948,7990308,6873128,5034448,14395106
1000009,202112,5436908,5616436,3506355,7511293,5263081,5165016,3782385,7526287
1000009,202201,6031711,6130638,3896609,7179789,5666208,5989498,4013661,6803681
1000009,202202,6999508,6886373,5961949,16227018,6761019,7564090,6246759,14980039
1000009,202203,5610207,5854544,2893169,6858093,5732909,5935269,2963566,6462054
1000009,202204,6419662,6684285,5746836,16012416,6249082,6847089,5616427,14722897
1000009,202205,7281993,7070340,5576187,15468928,7533795,7029358,5260419,14774769
1000009,202206,7594790,7244987,5866634,11219841,7195206,7480203,6366018,12335760
1000009,202207,4714885,4828659,2429104,10019571,4904416,5269672,2436308,9823372
1000009,202208,7512486,7758602,5575855,10875793,7283262,7896236,5554778,11667307
1000009,202209,5953211,6231740,4130999,11511132,5900666,5689626,4540880,11624350
1000009,202210,5113867,5313224,2773309,13394059,5172927,5305669,2708929,13840303
1000009,202211,5834847,5893507,3566076,11539265,6052165,6474313,3818643,10746166
1000009,202212,7704295,7727448,6595845,10651408,7301689,7553430,7073838,10171681
1000009,202301,5955012,5673840,4287581,14740289,6355123,5780373,4058341,14771076
1000009,202302,5366911,5230943,3570963,7808104,5605033,4819410,3281600,8403305
1000009,202303,6460267,6434177,3417951,16171629,6116707,5972435,3743080,14693179
1000009,202304,5048912,5113792,3966670,10152197,5528532,5497000,3907881,10166247
1000009,202305,4459319,4484849,3483353,8749671,4606295,4305764,3136564,7963971
1000009,202306,4649590,4762405,3466815,12636314,4605350,4577101,3466134,12527193
1000009,202307,4646597,4544263,3271692,11367187,4328330,4441756,3349754,11660160
1000009,202308,4732217,4762953,3187213,5501346,4763658,5207316,3363203,5770607
1000009,202309,4685290,4492322,3454503,7790377,4371165,4118911,3760531,7227182
1000009,202310,6487090,6431084,3849167,17870306,6395611,6841083,4168779,16678625
1000009,202311,4839803,4960875,4242104,5492303,4751440,4803672,4615524,5459420
1000009,202312,5427619,5532589,3992110,11593294,5666368,5919281,3618548,12748070
1000009,202401,7405540,7768887,4624589,18386984,6949926,8532965,4820462,17857611
1000009,202402,5888055,5757276,4003123,13433753,6267094,5583023,3783638,13239037
1000009,202403,6582853,6581661,5412908,16753434,6353943,6093770,5074658,16527084
1000009,202404,4805492,4723572,2713403,11911923,4751659,4387608,2876380,10912991
1000009,202405,4877160,4848191,3009862,11777650,5142810,5099076,2959976,12423470
1000009,202406,4333726,4488418,3344783,11531723,4442409,4169669,3623470,10962290
1000009,202407,4793345,4881642,3001571,11153213,4609304,4647734,2726888,11607521
1000009,202408,5186887,5385254,4237690,9671444,5068836,5066875,4493799,9623260
1000009,202409,4822326,4679349,2662798,9628387,4635014,4544282,2469390,9843638
1000009,202410,4505398,4673612,3627180,11091285,4590793,4275762,3392557,10101879
1000009,202411,4620003,4416613,2436315,12774222,4465347,4731731,2425279,13770523
1000009,202412,5840743,6067713,2949791,9445741,6104391,6504765,2888193,8961848
1000009,202501,4927565,4843339,4234204,8622972,5006196,4758999,4222494,8916317
1000009,202502,5494382,5392509,4024830,15760111,5105057,5513395,4379036,16699473
1000009,202503,5993769,6001014,3840392,13181331,5766327,6171384,3961279,13286883
1000009,202504,6664813,6958524,3952486,9597513,6293512,7305417,3786726,9285275
1000009,202505,4328140,4132413,3232057,10218828,4233192,4149512,3020621,11195550
1000009,202506,7056059,6951792,4964649,21044329,7078615,6966162,4885260,20111811
1000009,202507,6440527,6670178,5774828,17161182,6449238,6845341,5718975,18701097
1000009,202508,4480478,4433905,4002350,11276951,4708555,4613964,4083433,10501602
1000009,202509,7322242,7101957,5521042,10948865,6867050,6884197,5262660,10706286
1000009,202510,7491975,7435630,5073177,20712805,8160967,7183369,5344601,19215250
1000010,202101,2038221,2014894,1419532,4278223,1974157,1922095,1305532,3852317
1000010,202102,2396477,2496030,1852456,6685334,2300737,2520414,1874853,6364783
1000010,202103,3275226,3361015,1770684,5655243,3396526,3267011,1814431,5188357
1000010,202104,3179035,3180661,2007054,3871737,3373284,3206305,1889373,4248337
1000010,202105,2243153,2352701,1189115,4496073,2188631,2308463,1266647,4731355
1000010,202106,2284371,2276439,1209218,3683985,2397149,2429749,1237134,3318316
1000010,202107,2551857,2439125,1475829,6274852,2747704,2230887,1518841,5928036
1000010,202108,2741197,2676031,1902668,8000190,2887469,2714678,1901809,8272395
1000010,202109,2963209,2944265,2411784,7149781,2687154,2988796,2609354,7004714
1000010,202110,2549269,2461804,1769698,7100158,2716179,2404550,1838336,7571384
1000010,202111,2704693,2825745,1715290,5303214,2853170,2781110,1674752,5308369
1000010,202112,3177726,3262523,1693541,8154417,3285317,3458360,1605004,8405004
1000010,202201,1997722,1951432,1438595,5397410,2101612,1865831,1315181,5502160
1000010,202202,2355903,2377295,1433584,5773525,2581798,2553882,1337637,5933069
1000010,202203,3121080,3190196,2328243,6444333,3078079,3443078,2557660,6096466
1000010,202204,3422987,3574036,3049453,7835715,3126709,3681699,2992591,7637141
1000010,202205,2786277,2892611,1517199,6773337,2764482,3050465,1638176,6164589
1000010,202206,2820203,2824487,1649396,4458347,2564373,2888290,1540723,4536489
1000010,202207,2114743,2172824,1457560,5579116,2027721,2183800,1435801,5533655
1000010,202208,2679588,2696240,2377988,7785855,2726148,2947895,2597009,8191834
1000010,202209,2821040,2835907,2281442,5596815,2713627,2712632,2094880,5268150
1000010,202210,2339357,2249231,2010190,5689380,2426098,2093652,2047975,5617480
1000010,202211,2383803,2294681,1510105,5960339,2537313,2197150,1636703,5579765
1000010,202212,2563166,2570735,2298686,6044638,2522380,2629669,2505422,6182430
1000010,202301,1970144,1924606,1066110,4215159,2127809,1803426,1139886,4508559
1000010,202302,2471518,2353141,1288128,6858786,2263830,2545540,1379825,7222909
1000010,202303,2287855,2338837,1926925,4468091,2443480,2297217,1985574,4865034
1000010,202304,2480513,2364545,2160293,3016540,2643518,2530045,2039499,3301135
1000010,202305,2135644,2155991,1145205,5776184,2059612,2047862,1198039,6090447
1000010,202306,3415218,3428603,1862560,8130146,3277731,3300488,2040763,7783486
1000010,202307,2922267,3059267,1499910,7929838,2808354,2789576,1507689,7484595
1000010,202308,3064224,3059386,1660205,4177273,3255060,2911169,1580746,4133452
1000010,202309,3246954,3105257,1895467,3761370,3462326,3099241,1923319,4132905
1000010,202310,2764304,2778592,2454786,7948235,2670164,3026518,2548367,7809407
1000010,202311,2081123,2152109,1596521,2873372,2119661,2104290,1503373,2700434
